soil_property,description,description_url,model_name,spectra_type,subset,geo,unit_transform,10cv_predictions,error_model,error_predictions,model,performance_summary,train_data,validation_plot,pca_model_url,pca_scores_url
cf_usda.c236_w.pct,"Coarse Fragments, Greater 2mm",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cf_usda.c236_w.pct,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
cf_usda.c236_w.pct,"Coarse Fragments, Greater 2mm",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cf_usda.c236_w.pct,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
cf_usda.c236_w.pct,"Coarse Fragments, Greater 2mm",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cf_usda.c236_w.pct,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
clay.tot_usda.a334_w.pct,Clay,https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#clay.tot_usda.a334_w.pct,mir_cubist_kssl_na_v1.2,mir,kssl,na,original,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
clay.tot_usda.a334_w.pct,Clay,https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#clay.tot_usda.a334_w.pct,mir_cubist_ossl_na_v1.2,mir,ossl,na,original,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
clay.tot_usda.a334_w.pct,Clay,https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#clay.tot_usda.a334_w.pct,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,original,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
clay.tot_usda.a334_w.pct,Clay,https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#clay.tot_usda.a334_w.pct,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,original,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/clay.tot_usda.a334_w.pct/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
cu.ext_usda.a1063_mg.kg,"Copper, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cu.ext_usda.a1063_mg.kg,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
cu.ext_usda.a1063_mg.kg,"Copper, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cu.ext_usda.a1063_mg.kg,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cu.ext_usda.a1063_mg.kg/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
ec_usda.a364_ds.m,"Electrical Conductivity, (w/w)",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ec_usda.a364_ds.m,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
ec_usda.a364_ds.m,"Electrical Conductivity, (w/w)",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ec_usda.a364_ds.m,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
ec_usda.a364_ds.m,"Electrical Conductivity, (w/w)",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ec_usda.a364_ds.m,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
ec_usda.a364_ds.m,"Electrical Conductivity, (w/w)",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ec_usda.a364_ds.m,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ec_usda.a364_ds.m/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
fe.dith_usda.a66_w.pct,"Iron, Crystalline, Total Pedogenic Iron",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.dith_usda.a66_w.pct,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
fe.dith_usda.a66_w.pct,"Iron, Crystalline, Total Pedogenic Iron",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.dith_usda.a66_w.pct,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
fe.dith_usda.a66_w.pct,"Iron, Crystalline, Total Pedogenic Iron",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.dith_usda.a66_w.pct,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.dith_usda.a66_w.pct/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
fe.ext_usda.a1064_mg.kg,"Iron, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.ext_usda.a1064_mg.kg,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
fe.ext_usda.a1064_mg.kg,"Iron, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.ext_usda.a1064_mg.kg,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ext_usda.a1064_mg.kg/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
fe.ox_usda.a60_w.pct,"Iron, Amorphous, Total Non-Crystalline Iron",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#fe.ox_usda.a60_w.pct,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..fe.ox_usda.a60_w.pct/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
